BatchFileName,Indiv_Index,Race,DifficultyPerceiving,AgeCategory,Gender,DistanceBetweenOfficerAndIndividual,ReasonUseOfForce_EffectArrest,ReasonUseOfForce_PreventOffence,ReasonUseOfForce_PreventEscape,ReasonUseOfForce_ProtectOtherOfficers,ReasonUseOfForce_ProtectPublic,ReasonUseOfForce_ProtectSelf,ReasonUseOfForce_ProtectIndividual,ReasonUseOfForce_Unintentional,ReasonUseOfForce_Other,FactorsInfluenceResponse_NatureIncident,FactorsInfluenceResponse_PastHistory,FactorsInfluenceResponse_PhysicalSizeStrength,FactorsInfluenceResponse_OtherFactors,IndividualActions_ResistantPassive,IndividualActions_ResistantActive,IndividualActions_Assaultive,IndividualActions_SeriousBodilyHarmDeath,PerceiveAccessWeapon,OfficerResponses_DirectionsToComply,OfficerResponses_Comply,OfficerResponses_AttemptDeescalation,OfficerResponses_DeescalationTechniques_Communication,OfficerResponses_DeescalationTechniques_Containment,OfficerResponses_DeescalationTechniques_Cover,OfficerResponses_DeescalationTechniques_Distance,OfficerResponses_DeescalationTechniques_Repositioning,OfficerResponses_DeescalationTechniques_Teamwork,OfficerResponses_DeescalationTechniques_Time,OfficerResponses_DeescalationTechniques_Other,OfficerResponses_AssistControllingBehaviour,OfficerResponses_Reason_ImminentThreat,OfficerResponses_Reason_ActionRequiredImmediately,OfficerResponses_Reason_DeescalationUsedOtherOfficers,OfficerResponses_Reason_Other,TypeForceUsed_PhysicalControl_Check,TypeForceUsed_PhysicalControl_EscortTechniques,TypeForceUsed_PhysicalControl_Grounding,TypeForceUsed_PhysicalControl_Jointlocks,TypeForceUsed_PhysicalControl_Pinning,TypeForceUsed_PhysicalControl_PressurePoints,TypeForceUsed_PhysicalControl_Strikes,TypeForceUsed_PhysicalControl_Other,TypeForceUsed_PhysicalControl_AssistControllingBehaviour,TypeForceUsed_IntermediateWeapon_Check,TypeForceUsed_IntermediateWeapon_OC_Check,TypeForceUsed_IntermediateWeapon_OC_AssistControllingBehaviour,TypeForceUsed_IntermediateWeapon_Baton_Check,TypeForceUsed_IntermediateWeapon_Baton_Hard,TypeForceUsed_IntermediateWeapon_Baton_Soft,TypeForceUsed_IntermediateWeapon_Baton_AssistControllingBehaviour,TypeForceUsed_IntermediateWeapon_ConductedEnergyWeapon_Check,TypeForceUsed_IntermediateWeapon_ConductedEnergyWeapon_AssistControllingBehaviour,TypeForceUsed_IntermediateWeapon_ConductedEnergyWeapon_WhyNot_CartridgeMalfunction,TypeForceUsed_IntermediateWeapon_ConductedEnergyWeapon_WhyNot_Disconnect,TypeForceUsed_IntermediateWeapon_ConductedEnergyWeapon_WhyNot_InsufficientProbeSpread,TypeForceUsed_IntermediateWeapon_ConductedEnergyWeapon_WhyNot_OperatorError,TypeForceUsed_IntermediateWeapon_ConductedEnergyWeapon_WhyNot_ProbeMiss,TypeForceUsed_IntermediateWeapon_ConductedEnergyWeapon_WhyNot_WeaponMalfunction,TypeForceUsed_IntermediateWeapon_ConductedEnergyWeapon_WhyNot_Other,TypeForceUsed_IntermediateWeapon_ConductedEnergyWeapon_Drawn,TypeForceUsed_IntermediateWeapon_ConductedEnergyWeapon_Pointed,TypeForceUsed_IntermediateWeapon_ConductedEnergyWeapon_Discharged,TypeForceUsed_IntermediateWeapon_ConductedEnergyWeapon_DeloymentMode_Cartridge,TypeForceUsed_IntermediateWeapon_ConductedEnergyWeapon_DeloymentMode_DrivePushStun,TypeForceUsed_IntermediateWeapon_ConductedEnergyWeapon_DeloymentMode_ThreePointContact,TypeForceUsed_IntermediateWeapon_ConductedEnergyWeapon_DrivePushStunCycles,TypeForceUsed_IntermediateWeapon_ConductedEnergyWeapon_ThreePointContactCycles,TypeForceUsed_LessLethalFirearm_Check,TypeForceUsed_LessLethalFirearm_Shotgun_Check,TypeForceUsed_LessLethalFirearm_Shotgun_Pointed,TypeForceUsed_LessLethalFirearm_Shotgun_Discharged,TypeForceUsed_LessLethalFirearm_Shotgun_AssistControllingBehaviour,TypeForceUsed_LessLethalFirearm_ExtendedRangeImpactWeapon_Check,TypeForceUsed_LessLethalFirearm_ExtendedRangeImpactWeapon_Pointed,TypeForceUsed_LessLethalFirearm_ExtendedRangeImpactWeapon_Discharged,TypeForceUsed_LessLethalFirearm_ExtendedRangeImpactWeapon_AssistControllingBehaviour,TypeForceUsed_Other_Check,TypeForceUsed_Other_AssistControllingBehaviour,TypeForceUsed_Firearm_Check,TypeForceUsed_Firearm_Handgun_Check,TypeForceUsed_Firearm_Handgun_Drawn,TypeForceUsed_Firearm_Handgun_Pointed,TypeForceUsed_Firearm_Handgun_Discharged,TypeForceUsed_Firearm_Handgun_AssistControllingBehaviour,TypeForceUsed_Firearm_Rifle_Check,TypeForceUsed_Firearm_Rifle_Pointed,TypeForceUsed_Firearm_Rifle_Discharged,TypeForceUsed_Firearm_Rifle_AssistControllingBehaviour,TypeForceUsed_Firearm_ShotgunLethal_Check,TypeForceUsed_Firearm_ShotgunLethal_Pointed,TypeForceUsed_Firearm_ShotgunLethal_Discharged,TypeForceUsed_Firearm_ShotgunLethal_AssistControllingBehaviour,TypeForceUsed_Firearm_IssuePoliceChallenge,TypeForceUsed_Firearm_Comply,TypeForceUsed_Firearm_NoChallengeWhyNot_NotViable,TypeForceUsed_Firearm_NoChallengeWhyNot_IssuedByAnotherOfficer,TypeForceUsed_Firearm_NoChallengeWhyNot_Other,IndividualInjuries_PhysicalInjuriesIndividual,IndividualInjuries_Treatment_No,IndividualInjuries_Treatment_FirstAid,IndividualInjuries_Treatment_MedicalPersonnelScene,IndividualInjuries_Treatment_AdmissionMedicalFacility,IndividualInjuries_Treatment_MedicalFacility,IndividualInjuries_Treatment_Unknown,IndividualInjuries_Treatment_Other
882944552,1,White,No,35 - 44,Female,Greater than 7 metres (more than 23 feet),1,,1,,1,1,,,,1,,,,,,,,1,Yes,Yes,Yes,1,1,1,1,,,,,Yes,,,,,,,,,,,,,"",,,"",,,,"",,"",,,,,,,,,,,,,,"","",,,,,"",,,,"",,"",1,1,1,1,,Yes,,,,"",,,,"",Yes,Yes,,,,No,,,,,,,
882944552,2,White,No,35 - 44,Male,Greater than 7 metres (more than 23 feet),1,,1,,1,1,,,,1,,,,,,,,1,Yes,Yes,Yes,1,,1,1,,,,,Yes,,,,,,,,,,,,,"",,,"",,,,"",,"",,,,,,,,,,,,,,"","",,,,,"",,,,"",,"",1,1,1,1,,Yes,,,,"",,,,"",Yes,Yes,,,,No,,,,,,,
882944552,3,White,No,35 - 44,Male,Greater than 7 metres (more than 23 feet),1,,1,,1,1,,,,1,,,,,,,,1,Yes,Yes,Yes,1,,1,1,,,,,Yes,,,,,,,,,,,,,"",,,"",,,,"",,"",,,,,,,,,,,,,,"","",,,,,"",,,,"",,"",1,1,1,1,,Yes,,,,"",,,,"",Yes,Yes,,,,No,,,,,,,
651851216,1,White,No,35 - 44,Female,Greater than 7 metres (more than 23 feet),1,,1,,1,1,,,,1,,,,,,,,1,Yes,Yes,Yes,1,1,1,1,,,,,Yes,,,,,,,,,,,,,"",,,"",,,,"",,"",,,,,,,,,,,,,,"","",,,,,"",,,,"",,"",1,1,1,1,,Yes,,,,"",,,,"",Yes,Yes,,,,No,,,,,,,
651851216,2,White,No,35 - 44,Male,Greater than 7 metres (more than 23 feet),1,,1,,1,1,,,,1,,,,,,,,1,Yes,Yes,Yes,1,,1,1,,,,,Yes,,,,,,,,,,,,,"",,,"",,,,"",,"",,,,,,,,,,,,,,"","",,,,,"",,,,"",,"",1,1,1,1,,Yes,,,,"",,,,"",Yes,Yes,,,,No,,,,,,,
651851216,3,White,No,35 - 44,Male,Greater than 7 metres (more than 23 feet),1,,1,,1,1,,,,1,,,,,,,,1,Yes,Yes,Yes,1,,1,1,,,,,Yes,,,,,,,,,,,,,"",,,"",,,,"",,"",,,,,,,,,,,,,,"","",,,,,"",,,,"",,"",1,1,1,1,,Yes,,,,"",,,,"",Yes,Yes,,,,No,,,,,,,
406764026,1,White,No,35 - 44,Male,Less than 3 metres (approx. 10 feet),,1,,1,,1,,,1,1,,,,,,,,,Yes,No,Yes,1,,,,,1,1,,No,,,,,1,,1,,,,,,Yes,,,"",,,,"",,"",,,,,,,,,,,,,,"","",,,,,"",,,,"",,"",,,,,,"",,,,"",,,,"","","",,,,Yes,,,,,1,,
283965809,1,Black,Yes,18 - 24,Male,Less than 3 metres (approx. 10 feet),1,1,1,1,1,1,1,,,1,1,1,,,,,,,Yes,No,Yes,1,,,1,1,1,1,,Yes,,,,,,,,,,,,,"",1,,"",,,,"",1,Yes,,,,,,,,1,1,,,,,"","",,,,,"",,,,"",,"",,,,,,"",,,,"",,,,"","","",,,,No,,,,,,,
679777014,1,White,No,25 - 34,Male,3 to 7 metres (approx. 10 to 23 feet),,,,1,1,1,1,,,1,,,,,,,,1,Yes,Yes,Yes,1,,,1,,,,,Yes,,,,,,,,,,,,,"",1,,"",,,,"",1,Yes,,,,,,,,,1,,,,,"","",,,,,"",,,,"",,"",,,,,,"",,,,"",,,,"","","",,,,No,,,,,,,
315537662,1,White,No,25 - 34,Male,3 to 7 metres (approx. 10 to 23 feet),,,,,1,1,1,,,1,,,,,,,,,Yes,Yes,Yes,1,,,1,,,,,Yes,,,,,,,,,,,,,"",1,,"",,,,"",1,Yes,,,,,,,,1,,,,,,"","",,,,,"",,,,"",,"",,,,,,"",,,,"",,,,"","","",,,,No,,,,,,,
562180372,1,White,No,25 - 34,Male,Less than 3 metres (approx. 10 feet),1,1,1,1,1,1,1,,,1,,,,,,,,,Yes,Yes,Yes,1,,1,,,1,,,Yes,,,,,,,,,,,,,"",1,,"",,,,"",1,Yes,,,,,,,,1,1,,,,,"","",,,,,"",,,,"",,"",,,,,,"",,,,"",,,,"","","",,,,No,,,,,,,
882659921,1,White,No,35 - 44,Male,3 to 7 metres (approx. 10 to 23 feet),1,,1,,,,,,,1,,,1,,,,,1,Yes,Yes,Yes,1,1,1,,,1,,,Yes,,,,,,,,,,,,,"",1,,"",,,,"",1,Yes,,,,,,,,,1,,,,,"","",,,,,"",,,,"",,"",,,,,,"",,,,"",,,,"","","",,,,No,,,,,,,
882659921,2,White,No,25 - 34,Female,3 to 7 metres (approx. 10 to 23 feet),1,,1,,,,,,,1,,,1,,,,,1,Yes,Yes,Yes,1,1,1,,,1,,,Yes,,,,,,,,,,,,,"",1,,"",,,,"",1,Yes,,,,,,,,,1,,,,,"","",,,,,"",,,,"",,"",,,,,,"",,,,"",,,,"","","",,,,No,,,,,,,
410002234,1,White,No,35 - 44,Male,Greater than 7 metres (more than 23 feet),1,1,1,1,1,1,,,,1,,,,,,,1,1,Yes,Yes,Yes,1,,1,1,,1,,,Yes,,,,,,,,,,,,,"",,,"",,,,"",,"",,,,,,,,,,,,,,"","",,,,,"",,,,"",,"",1,1,1,1,,Yes,,,,"",,,,"",No,"",,,1,No,,,,,,,
670214733,1,White,No,25 - 34,Male,Less than 3 metres (approx. 10 feet),1,1,1,1,1,1,1,,,1,,,,,,,,,No,"",No,,,,,,,,,"",,,1,,,,,,,,,,"",1,,"",,,,"",1,Yes,,,,,,,,1,1,,,,,"","",,,,,"",,,,"",,"",,,,,,"",,,,"",,,,"","","",,,,No,,,,,,,
102332989,1,White,No,25 - 34,Male,Less than 3 metres (approx. 10 feet),1,1,,1,1,1,1,,,1,,,,,,,,1,Yes,Yes,Yes,1,1,,,,,1,,No,,,,,,,,,,,,,"",,,"",,,,"",,"",,,,,,,,,,,,,,"","",,,,,"",,,,"",,"",1,1,1,,,Yes,,,,"",,,,"","","",,,,No,,,,,,,
102332989,2,White,No,25 - 34,Female,Less than 3 metres (approx. 10 feet),1,1,,1,1,1,1,,,1,,,,,,,,1,Yes,Yes,Yes,1,1,,,,,1,,No,,,,,,,,,,,,,"",,,"",,,,"",,"",,,,,,,,,,,,,,"","",,,,,"",,,,"",,"",1,1,1,,,Yes,,,,"",,,,"","","",,,,No,,,,,,,
185966854,1,White,No,25 - 34,Female,Less than 3 metres (approx. 10 feet),,,,,1,1,,,,,,,,,,,1,1,Yes,Yes,Yes,1,1,1,1,,1,1,,Yes,,,,,,,,,,,,,"",,,"",,,,"",,"",,,,,,,,,,,,,,"","",,,,,"",,,,"",,"",1,1,1,,,Yes,,,,"",,,,"","","",,,,No,,,,,,,
185966854,2,White,No,25 - 34,Male,Less than 3 metres (approx. 10 feet),1,,,,1,1,,,,1,,,,,,,1,1,Yes,Yes,Yes,1,1,1,1,,1,1,,Yes,,,,,,,,,,,,,"",,,"",,,,"",,"",,,,,,,,,,,,,,"","",,,,,"",,,,"",,"",1,1,1,,,Yes,,,,"",,,,"","","",,,,No,,,,,,,
588803456,1,White,No,25 - 34,Male,Greater than 7 metres (more than 23 feet),1,,,1,,1,,,,1,1,,,,,,,1,Yes,Yes,No,,,,,,,,,"",,,,1,,,,,,,,,"",,,"",,,,"",,"",,,,,,,,,,,,,,"","",,,,,"",,,,"",,"",1,1,,1,,Yes,1,1,,Yes,,,,"",No,"",1,,,No,,,,,,,
729888381,1,White,No,18 - 24,Male,Less than 3 metres (approx. 10 feet),1,,,,,1,1,,,,1,,1,,1,1,,,Yes,No,Yes,1,,,,,1,,,No,,,,,1,,1,,,,,,Yes,1,,"",,,,"",1,Yes,,,,,,,,1,1,,,,,"","",,,,,"",,,,"",,"",,,,,,"",,,,"",,,,"","","",,,,No,,,,,,,
663690526,1,White,No,25 - 34,Male,3 to 7 metres (approx. 10 to 23 feet),1,,,,,1,,,,1,,,,,1,,,1,Yes,Yes,Yes,1,,1,1,,1,1,,Yes,,,,,1,,1,,,,,,Yes,,,"",,,,"",,"",,,,,,,,,,,,,,"","",,,,,"",,,,"",,"",1,1,,1,,Yes,,,,"",,,,"",Yes,No,,,,No,,,,,,,
174267749,1,White,No,35 - 44,Female,Greater than 7 metres (more than 23 feet),1,1,1,1,1,1,,,,1,,,1,,,,,,Yes,Yes,Yes,1,1,1,1,,1,,,Yes,,,,,,,,,,,,,"",,,"",,,,"",,"",,,,,,,,,,,,,,"","",,,,,"",,,,"",,"",1,,,,,"",1,1,,Yes,,,,"",No,"",1,,,No,,,,,,,
174267749,2,White,No,35 - 44,Female,Greater than 7 metres (more than 23 feet),1,1,1,1,1,1,,,,1,,,1,,,,,,Yes,Yes,Yes,1,1,1,1,,1,,,Yes,,,,,,,,,,,,,"",,,"",,,,"",,"",,,,,,,,,,,,,,"","",,,,,"",,,,"",,"",1,,,,,"",1,1,,Yes,,,,"",No,"",1,,,No,,,,,,,
174267749,3,White,No,35 - 44,Male,Greater than 7 metres (more than 23 feet),1,1,1,1,1,1,,,,1,,,1,,,,,,Yes,Yes,Yes,1,1,1,1,,1,,,Yes,,,,,,,,,,,,,"",,,"",,,,"",,"",,,,,,,,,,,,,,"","",,,,,"",,,,"",,"",1,,,,,"",1,1,,Yes,,,,"",No,"",1,,,No,,,,,,,
174267749,4,White,No,25 - 34,Male,Greater than 7 metres (more than 23 feet),1,1,1,1,1,1,,,,1,,,1,,,,,,Yes,Yes,Yes,1,1,1,1,,1,,,Yes,,,,,,,,,,,,,"",,,"",,,,"",,"",,,,,,,,,,,,,,"","",,,,,"",,,,"",,"",1,,,,,"",1,1,,Yes,,,,"",No,"",1,,,No,,,,,,,
114016983,1,White,No,25 - 34,Female,3 to 7 metres (approx. 10 to 23 feet),1,,,1,1,1,,,,1,,,,,,,,1,No,"",No,,,,,,,,,"",,,1,,,,,,,,,,"",,,"",,,,"",,"",,,,,,,,,,,,,,"","",,,,,"",,,,"",,"",1,,,,,"",1,1,,Yes,,,,"",No,"",1,,,No,,,,,,,
114016983,2,White,No,25 - 34,Female,3 to 7 metres (approx. 10 to 23 feet),1,,,1,1,1,,,,1,,,,,,,,1,No,"",No,,,,,,,,,"",,,1,,,,,,,,,,"",,,"",,,,"",,"",,,,,,,,,,,,,,"","",,,,,"",,,,"",,"",1,,,,,"",1,1,,Yes,,,,"",No,"",1,,,No,,,,,,,
114016983,3,White,No,25 - 34,Male,3 to 7 metres (approx. 10 to 23 feet),1,,,1,1,1,,,,,,,,,,,,1,No,"",No,,,,,,,,,"",,,1,,,,,,,,,,"",,,"",,,,"",,"",,,,,,,,,,,,,,"","",,,,,"",,,,"",,"",1,,,,,"",1,1,,Yes,,,,"",No,"",1,,,No,,,,,,,
114016983,4,White,No,25 - 34,Male,3 to 7 metres (approx. 10 to 23 feet),1,,,1,1,1,,,,,,,,,,,,1,No,"",No,,,,,,,,,"",,,1,,,,,,,,,,"",,,"",,,,"",,"",,,,,,,,,,,,,,"","",,,,,"",,,,"",,"",1,,,,,"",1,1,,Yes,,,,"",No,"",1,,,No,,,,,,,
134147572,1,White,No,17 and younger,Male,3 to 7 metres (approx. 10 to 23 feet),,1,,1,1,1,1,,,,,,,,,,,1,Yes,Yes,Yes,1,,,,,,,,Yes,,,,,,,,,,,,,"",,,"",,,,"",,"",,,,,,,,,,,,,,"","",,,,,"",,,,"",,"",1,1,,1,,Yes,,,,"",,,,"",Yes,Yes,,,,No,,,,,,,
361582273,1,Black,No,25 - 34,Male,3 to 7 metres (approx. 10 to 23 feet),1,,1,,,1,,,,,,,,1,,,,,Yes,Yes,Yes,1,,,,,,,,Yes,,,,,,,,,,,,,"",1,,"",,,,"",1,Yes,,,,,,,,,1,,,,,"","",,,,,"",,,,"",,"",,,,,,"",,,,"",,,,"","","",,,,No,,,,,,,
917530405,1,Indigenous,No,25 - 34,Male,3 to 7 metres (approx. 10 to 23 feet),1,,,1,1,1,,,,,,,,1,,,,,Yes,No,Yes,1,,,,,,,,No,,,,,1,,1,,,,,,Yes,1,,"",,,,"",1,No,,,,,,,,1,,,,,,"","",,,,,"",,,,"",,"",,,,,,"",,,,"",,,,"","","",,,,No,,,,,,,
714268775,1,Indigenous,No,25 - 34,Male,Less than 3 metres (approx. 10 feet),1,,,1,1,1,,,,1,,,,1,,,,1,Yes,No,Yes,1,,,,,,1,,No,,,,,1,,,1,,,,,Yes,1,,"",,,,"",1,No,,,,,,,,1,1,,,,,"","",,,,,"",,,,"",,"",,,,,,"",,,,"",,,,"","","",,,,No,,,,,,,
216187415,1,Middle Eastern,No,18 - 24,Male,3 to 7 metres (approx. 10 to 23 feet),1,,,,,,,,,1,,,,,,1,,,Yes,Yes,Yes,1,,,,1,1,,,Yes,,,,,,,,,,,,,"",1,,"",,,,"",1,Yes,,,,,,,,,1,,,,,"","",,,,,"",,,,"",,"",,,,,,"",,,,"",,,,"","","",,,,No,,,,,,,
891806017,1,White,No,25 - 34,Male,3 to 7 metres (approx. 10 to 23 feet),,,,1,,1,,,,1,1,,1,,,,,,Yes,Yes,Yes,1,,,,,1,,,Yes,,,,,,,,,,,,,"",1,,"",,,,"",1,Yes,,,,,,,,1,,,,,,"","",,,,,"",,,,"",,"",,,,,,"",,,,"",,,,"","","",,,,No,,,,,,,
891806017,2,White,No,35 - 44,Male,Less than 3 metres (approx. 10 feet),1,1,1,1,,1,,,,1,1,,1,,,,,,Yes,Yes,Yes,1,,,,,1,1,,Yes,,,,,,,,,,,,,"",1,,"",,,,"",1,Yes,,,,,,,,1,1,,,,,"","",,,,,"",,,,"",,"",,,,,,"",,,,"",,,,"","","",,,,No,,,,,,,
316289292,1,Latino,No,25 - 34,Male,Less than 3 metres (approx. 10 feet),1,1,,1,1,1,,,,1,1,1,1,,1,1,,1,Yes,Yes,Yes,1,1,,1,1,1,,,Yes,,,,,,,,,,,,,"",1,,"",,,,"",1,Yes,,,,,,,,1,1,,,,,"","",,,,,"",,,,"",,"",,,,,,"",,,,"",,,,"","","",,,,No,,,,,,,
549947820,1,White,No,35 - 44,Male,Less than 3 metres (approx. 10 feet),1,,,1,,1,,,,1,,,,1,,,,1,Yes,No,Yes,1,,,,1,1,,,Yes,,,,,,,,,,,,,"",1,,"",,,,"",1,Yes,,,,,,,,,1,,,,,"","",,,,,"",,,,"",,"",1,1,1,1,,Yes,,,,"",,,,"",Yes,Yes,,,,No,,,,,,,
856661941,1,Black,No,45 - 54,Male,Less than 3 metres (approx. 10 feet),1,,,1,,1,,,,,,,,,,1,1,,Yes,Yes,Yes,1,,,,,,,,Yes,,,,,,,,,,,,,"",1,,"",,,,"",1,Yes,,,,,,,,,,1,1,,,"","",,,,,"",,,,"",,"",,,,,,"",,,,"",,,,"","","",,,,No,,,,,,,
478639861,1,White,No,25 - 34,Male,3 to 7 metres (approx. 10 to 23 feet),,,,,,,1,,,1,,,,,,,1,,No,"",Yes,1,,,,,,,,No,,,,,,,,,,,,,"",1,,"",,,,"",1,Yes,,,,,,,,,,1,1,,,"","",,,,,"",,,,"",,"",,,,,,"",,,,"",,,,"","","",,,,No,,,,,,,
744452160,1,White,No,35 - 44,Male,3 to 7 metres (approx. 10 to 23 feet),1,,,1,1,1,,,,1,,,1,,,,,,Yes,Yes,Yes,1,,,1,,,,,Yes,,,,,,,,,,,,,"",1,,"",,,,"",1,Yes,,,,,,,,1,1,,,,,"","",,,,,"",,,,"",,"",,,,,,"",,,,"",,,,"","","",,,,No,,,,,,,
921408983,1,White,No,18 - 24,Female,Less than 3 metres (approx. 10 feet),1,,,,,,,,,,,,,1,,,,,No,"",No,,,,,,,,,"",,,,1,,,,,,,,,"",,,"",,,,"",,"",,,,,,,,,,,,,,"","",,,,,"",,,,"",1,Yes,,,,,,"",,,,"",,,,"","","",,,,Yes,,,,,1,,
164005203,1,White,No,25 - 34,Male,3 to 7 metres (approx. 10 to 23 feet),1,,,,1,1,,,,1,1,,,1,,,,1,Yes,Yes,No,,,,,,,,,"",,1,,,,,,,,,,,"",1,,"",,,,"",1,Yes,,,,,,,,1,,,,,,"","",,,,,"",,,,"",,"",,,,,,"",,,,"",,,,"","","",,,,No,,,,,,,
104741149,1,White,No,25 - 34,Male,3 to 7 metres (approx. 10 to 23 feet),1,,,,,,,,,1,1,,,,1,,,1,Yes,Yes,No,,,,,,,,,"",,1,,,,,,,,,,,"",1,,"",,,,"",1,Yes,,,,,,,,1,1,,,,,"","",,,,,"",,,,"",,"",,,,,,"",,,,"",,,,"","","",,,,No,,,,,,,
613871239,1,Black,No,25 - 34,Male,3 to 7 metres (approx. 10 to 23 feet),1,1,1,1,,1,1,,,1,,,,,,,1,,Yes,Yes,Yes,1,1,1,1,1,1,,,Yes,,,,,,,,,,,,,"",1,,"",,,,"",1,Yes,,,,,,,,1,1,,,,,"","",,,,,"",,,,"",,"",1,1,,1,,Yes,1,1,,Yes,,,,"",Yes,Yes,,,,No,,,,,,,
613871239,2,Black,No,25 - 34,Female,3 to 7 metres (approx. 10 to 23 feet),,,,1,,,,,,1,,,,,,,1,,Yes,Yes,Yes,1,1,1,1,,1,,,Yes,,,,,,,,,,,,,"",,,"",,,,"",,"",,,,,,,,,,,,,,"","",,,,,"",,,,"",,"",1,1,1,,,Yes,,,,"",,,,"","","",,,,No,,,,,,,
549695715,1,White,No,25 - 34,Male,Less than 3 metres (approx. 10 feet),1,1,,1,1,1,,,,1,,,,1,1,1,,1,Yes,Yes,Yes,1,,1,1,1,,,,Yes,,,,,,,,,,,,,"",1,,"",,,,"",1,Yes,,,,,,,,1,1,,,,,"","",,,,,"",,,,"",,"",,,,,,"",,,,"",,,,"","","",,,,No,,,,,,,
450227398,1,White,No,25 - 34,Male,3 to 7 metres (approx. 10 to 23 feet),1,,,1,1,1,1,,,1,1,1,1,,1,1,,1,Yes,Yes,Yes,1,1,,1,1,1,,,Yes,,,,,1,1,,,,,,,Yes,1,,"",,,,"",1,Yes,,,,,,,,,1,,,,,"","",,,,,"",,,,"",,"",,,,,,"",,,,"",,,,"","","",,,,No,,,,,,,
610966653,1,White,No,25 - 34,Male,Less than 3 metres (approx. 10 feet),1,1,,1,,1,,,,1,,1,1,,1,1,,1,Yes,No,Yes,1,,,,,1,,,Yes,,,,,,,,,,,,,"",1,,"",,,,"",1,Yes,,,,,,,,1,1,,,,,"","",,,,,"",,,,"",,"",,,,,,"",,,,"",,,,"","","",,,,No,,,,,,,
153514384,1,Black,No,18 - 24,Male,Greater than 7 metres (more than 23 feet),1,1,1,1,1,1,,,,1,,,,,,1,,1,Yes,Yes,No,,,,,,,,,"",,1,,,,,,,,,,,"",,,"",,,,"",,"",,,,,,,,,,,,,,"","",,,,,"",,,,"",,"",1,1,1,1,,Yes,,,,"",,,,"",No,"",1,,,No,,,,,,,
145190664,1,East/Southeast Asian,Yes,25 - 34,Male,3 to 7 metres (approx. 10 to 23 feet),1,1,1,,,1,,,,1,,,,,1,,1,,Yes,No,No,,,,,,,,,"",1,1,,,,,,,,,,,"",1,,"",1,1,,No,,"",,,,,,,,,,,,,,"","",,,,,"",,,,"",,"",,,,,,"",,,,"",,,,"","","",,,,No,,,,,,,
440464094,1,White,No,25 - 34,Male,Less than 3 metres (approx. 10 feet),1,,1,,1,1,,,,,1,,,,,,1,1,Yes,Yes,Yes,1,,,,,,,,Yes,,,,,,,,,,,,,"",,,"",,,,"",,"",,,,,,,,,,,,,,"","",,,,,"",,,,"",,"",1,1,1,,,Yes,,,,"",,,,"","","",,,,No,,,,,,,
888736387,1,South Asian,No,25 - 34,Male,3 to 7 metres (approx. 10 to 23 feet),1,,1,1,,1,,,,1,,,,,,,1,,Yes,Yes,Yes,1,1,,1,1,1,,,Yes,,,,,,,,,,,,,"",,,"",,,,"",,"",,,,,,,,,,,,,,"","",,,,,"",,,,"",,"",1,1,,1,,Yes,,,,"",,,,"",No,"",,1,,No,,,,,,,
427362887,1,Black,No,35 - 44,Male,Less than 3 metres (approx. 10 feet),1,,1,1,1,1,,,,1,,,,,,,,1,Yes,Yes,Yes,1,1,,,,1,,,Yes,,,,,,,,,,,,,"",,,"",,,,"",,"",,,,,,,,,,,,,,"","",,,,,"",,,,"",,"",1,1,1,1,,Yes,,,,"",,,,"",Yes,Yes,,,,No,,,,,,,
286916111,1,White,No,35 - 44,Male,3 to 7 metres (approx. 10 to 23 feet),1,,,1,,1,,,,1,,1,1,1,,,,1,Yes,Yes,Yes,1,1,1,1,1,1,,,Yes,,,,,,,,,,,,,"",,,"",,,,"",,"",,,,,,,,,,,,,,"","",,,,,"",,,,"",,"",1,1,1,,,Yes,,,,"",,,,"","","",,,,No,,,,,,,
363227215,1,Black,No,25 - 34,Male,Less than 3 metres (approx. 10 feet),1,1,1,1,1,1,1,,,1,,,,,,,1,1,Yes,Yes,Yes,1,1,1,1,1,1,1,,Yes,,,,,,,,,,,,,"",,,"",,,,"",,"",,,,,,,,,,,,,,"","",,,,,"",,,,"",,"",1,1,,1,,Yes,,,,"",,,,"",Yes,Yes,,,,No,,,,,,,
107261479,1,Black,No,45 - 54,Male,Less than 3 metres (approx. 10 feet),1,,,1,,1,,,,1,,,,,,,,1,Yes,No,Yes,1,,,,,1,,,No,,,,,,,,,,,,,"",,,"",,,,"",,"",,,,,,,,,,,,,,"","",,,,,"",,,,"",,"",1,,,,,"",1,1,,Yes,,,,"",No,"",,1,,No,,,,,,,
194364228,1,Middle Eastern,No,18 - 24,Male,Less than 3 metres (approx. 10 feet),1,,1,1,,1,,,,1,,,,,,,,1,Yes,Yes,No,,,,,,,,,"",,1,,,1,,,,1,,,,Yes,,,"",,,,"",,"",,,,,,,,,,,,,,"","",,,,,"",,,,"",,"",1,1,1,1,,Yes,,,,"",,,,"",Yes,Yes,,,,No,,,,,,,
579118915,1,White,No,18 - 24,Male,Less than 3 metres (approx. 10 feet),1,,,1,,1,,,,,,,,,,,,1,Yes,Yes,No,,,,,,,,,"",1,1,,,,,,,,,,,"",,,"",,,,"",,"",,,,,,,,,,,,,,"","",,,,,"",,,,"",,"",1,1,,1,,Yes,,,,"",,,,"",Yes,No,,,,No,,,,,,,
